"","idpub","X","gwiiq_bm","edfa57q","edmo57q","bmpin1","ocsf57","ocpf57","incg400","incg250","relfml","res57","hsdm57","edfa57q.miss","edmo57q.miss","bmpin1.miss","ocsf57.miss","ocpf57.miss","res57Dic","edfa57q.NoNA","edmo57q.NoNA","bmpin1.NoNA","ocsf57.NoNA","ocpf57.NoNA","strata","yrwg74i1","milty","bkxrl3","ru028re","gu028re","mx013rer","mx015rer","ixt07rer","ixt08rer","edeqyr","yrer74i1","rp001rei1","religion","urban","school","yrwg74"
"108",900805,108,109,7,7,62,21,59,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,62,21,59,142,85,0,1,124,NA,NA,NA,NA,NA,17,85,30000,"Catholic","Rural","Catholic",85
"109",900813,109,102,7,12,35,43,69,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,35,43,69,26,270,0,1,-2,-5,2,2,3,-2,13,792.52001953125,88532,"Other","Rural","Public",270
"110",900828,110,96,12,7,58,NA,NA,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,7,58,30.2687787429739,60.4144098109351,171,125,1,2,10,15,-2,-2,-2,-2,17,125,100000,"Other","Rural","Public",125
"111",900829,111,104,10,10,50,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,10,50,30.2687787429739,60.4144098109351,101,120,0,3,20,30,-2,-2,-2,-2,12,120,44000,"Other","Urban","Public",120
"112",900830,112,99,NA,NA,66,37,67,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,66,37,67,82,NA,0,-3,8,-2,NA,NA,NA,NA,12,NA,104637,"Other","Rural","Public",NA
"113",900832,113,124,18,18,116,81,82,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,18,116,81,82,60,158,0,2,2,1,-2,-2,-2,-2,20,158,62000,"Other","Rural","Public",158
"114",900835,114,109,7,7,62,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,7,62,30.2687787429739,60.4144098109351,3,102,1,6,-2,1,1,2,3,-2,12,102,22000,"Other","Rural","Public",102
"115",900847,115,106,7,7,44,14,53,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,44,14,53,12,84.5,1,1,NA,-2,NA,NA,NA,NA,12,135.490005493164,NA,"Catholic","Rural","Public",NA
"116",900849,116,102,10,13,39,14,53,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,13,39,14,53,22,150,1,1,-2,3,-3,-3,3,-2,12,150,12918,"Catholic","Rural","Public",150
"117",900851,117,86,10,10,48,16,55,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,48,16,55,48,125,0,1,-2,15,2,1,3,-2,12,125,45000,"Other","Rural","Public",125
"118",900866,118,75,7,12,45,6,41,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,45,6,41,146,130,1,2,NA,62,NA,NA,-2,-2,12,130,NA,"Catholic","Urban","Public",130
"119",900867,119,87,14,10,67,6,41,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,10,67,6,41,112,180,0,2,1,-2,-2,-2,-2,-2,12,468,35000,"Other","Urban","Public",180
"120",900877,120,92,NA,NA,45,18,57,FALSE,FALSE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,10.7198339032731,45,18,57,20,125,1,1,62,93,2,1,3,-2,12,125,33000,"Other","Urban","Public",125
"121",900878,121,121,7,12,55,47,70,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,55,47,70,137,300,1,2,NA,NA,NA,NA,NA,NA,20,300,NA,"Catholic","Rural","Public",300
"122",900879,122,118,7,7,24,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,24,14,53,116,115,0,2,20,NA,NA,NA,NA,NA,12,115,45000,"Other","Rural","Public",115
"123",900885,123,104,10,12,89,70,77,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,89,70,77,155,120,1,6,60,93,1,2,1,2,12,120,300000,"Other","Urban","Public",120
"124",900888,124,115,7,12,52,6,41,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,52,6,41,160,240,1,4,25,10,-2,-2,-2,-2,20,240,80000,"Other","Rural","Public",240
"125",900891,125,117,NA,NA,69,33,65,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,69,33,65,57,180,1,4,-2,2,-2,-2,NA,NA,14,180,67500,"Other","Rural","Public",180
"126",900892,126,88,12,7,120,68,77,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,7,120,68,77,23,160,1,1,NA,-2,NA,NA,NA,NA,12,160,NA,"Catholic","Urban","Catholic",160
"127",900907,127,115,7,12,87,49,70,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,87,49,70,45,137,1,6,NA,NA,NA,NA,NA,NA,13,137,NA,"Catholic","Rural","Public",137
"128",900915,128,93,7,12,38,11,50,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,38,11,50,133,226.5700073,0,2,1,5,2,1,3,-2,12,526.570007324219,40000,"Other","Urban","Public",0
"129",900920,129,117,7,12,49,33,65,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,49,33,65,117,110,1,6,2,15,-3,-3,-2,-2,14,110,50000,"Catholic","Urban","Catholic",110
"130",900923,130,106,7,12,58,6,41,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,58,6,41,145,140,1,4,-2,NA,-3,-3,NA,NA,19,140,30000,"Catholic","Urban","Public",140
"131",900928,131,97,14,12,84,51,71,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,12,84,51,71,163,170,1,1,6,-2,-2,-2,NA,NA,16,170,112175,"Catholic","Rural","Public",170
"132",900933,132,106,7,NA,32,9,47,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,10.7198339032731,32,9,47,83,190,0,3,-2,40,NA,NA,-2,-2,12,190,45000,"Other","Rural","Public",190
"133",900935,133,85,10,16,32,14,53,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,16,32,14,53,121,174,0,4,NA,NA,NA,NA,NA,NA,12,174,NA,"Other","Rural","Public",174
"134",900942,134,113,13,12,62,51,71,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,12,62,51,71,128,170,1,3,2,8,NA,NA,3,-2,16,170,65000,"Other","Urban","Public",170
"135",900943,135,139,14,13,47,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,13,47,30.2687787429739,60.4144098109351,74,30,0,1,-2,1,NA,NA,-2,-2,20,30,6000,"Other","Rural","Public",30
"136",900946,136,96,7,7,8,59,74,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,8,59,74,100,100,1,2,-2,-2,NA,NA,-2,-2,12,100,24116,"Other","Rural","Public",100
"137",900956,137,98,14,12,73,6,41,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,12,73,6,41,172,120,0,4,-2,-2,2,1,3,-2,12,120,35000,"Other","Rural","Public",120
"138",900991,138,106,12,12,24,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,24,14,53,105,130,0,2,12,45,NA,NA,3,-2,12,130,41000,"Other","Rural","Public",130
"139",900994,139,118,14,7,65,16,55,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,7,65,16,55,31,NA,1,-3,-2,-5,NA,NA,NA,NA,14,NA,45000,"Other","Urban","Public",NA
"140",900998,140,109,7,12,38,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,38,14,53,145,150,1,2,-2,20,-2,-2,-2,-2,16,150,85295,"Other","Rural","Public",150
"141",901015,141,111,14,16,90,44,69,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,16,90,44,69,102,122,0,3,-2,20,-2,-2,-2,-2,19,122,52000,"Other","Rural","Public",122
"142",901022,142,88,7,12,47,NA,NA,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,12,47,30.2687787429739,60.4144098109351,133,125,0,6,-2,-2,1,2,2,0,12,125,30000,"Catholic","Rural","Public",125
"143",901023,143,78,12,12,83,25,61,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,83,25,61,129,187,1,4,-2,NA,-2,-2,NA,NA,12,187,37000,"Other","Rural","Public",187
"144",901029,144,101,16,16,63,76,80,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,63,76,80,178,350,1,1,-2,-2,NA,NA,NA,NA,16,350,25000,"Catholic","Urban","Catholic",350
"145",901034,145,107,7,7,71,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,71,14,53,142,0,0,1,-2,-2,-2,-2,-2,-2,16,200,30000,"Other","Rural","Public",0
"146",901035,146,83,7,7,33,9,47,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,33,9,47,170,140,1,6,-2,NA,1,1,3,-2,12,140,30000,"Other","Rural","Public",140
"147",901039,147,86,10,10,10,6,41,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,10,6,41,13,113,0,6,-2,1,1,1,1,1,16,115,12000,"Other","Rural","Public",113
"148",901041,148,93,14,10,58,NA,NA,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,10,58,30.2687787429739,60.4144098109351,61,120,0,2,2,-2,2,2,3,-2,12,120,28000,"Catholic","Rural","Catholic",120
"149",901044,149,109,12,16,117,49,70,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,16,117,49,70,119,114,0,3,-2,NA,NA,NA,NA,NA,16,121,0,"Other","Urban","Public",114
"150",901054,150,91,12,7,60,40,68,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,7,60,40,68,61,NA,1,-3,4,15,2,1,3,-2,16,NA,60000,"Other","Rural","Public",NA
"151",901061,151,103,13,12,69,49,70,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,69,49,70,38,210,1,1,24,NA,-2,-2,NA,NA,12,210,61000,"Catholic","Rural","Public",210
"152",901062,152,109,NA,16,61,65,75,FALSE,FALSE,FALSE,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,16,61,65,75,166,230,1,6,2,-2,2,2,3,-2,17,240,37000,"Other","Urban","Public",230
"153",901070,153,93,7,13,43,19,58,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,13,43,19,58,133,125,0,2,-2,2,2,1,3,-2,12,125,44000,"Other","Rural","Public",125
"154",901076,154,97,7,10,54,15,54,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,54,15,54,67,210,1,2,-2,6,-2,-2,-2,-2,14,210,45000,"Other","Rural","Public",210
"155",901078,155,97,7,NA,51,8,45,FALSE,FALSE,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,10.7198339032731,51,8,45,33,220,1,2,2,15,-2,-2,-2,-2,13,220,64000,"Catholic","Urban","Public",220
"156",901117,156,87,13,NA,103,8,45,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,10.7198339032731,103,8,45,39,174,1,2,4,6,-2,-2,NA,NA,16,174,30000,"Other","Rural","Public",174
"157",901120,157,117,13,12,110,61,74,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,12,110,61,74,47,350,0,3,20,12,2,2,3,-2,16,350,89000,"Other","Urban","Public",350
"158",901126,158,91,14,18,164,62,74,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,18,164,62,74,93,170,1,1,40,25,2,1,3,-2,16,170,30000,"Catholic","Urban","Catholic",170
"159",901134,159,99,12,16,44,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,16,44,14,53,51,0,0,5,-2,2,-2,-2,-2,-2,12,42,17000,"Other","Rural","Public",0
"160",901136,160,89,NA,NA,57,14,53,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,57,14,53,29,44,0,2,-2,-2,NA,NA,NA,NA,12,59.2399978637695,13000,"Other","Rural","Public",44
"161",901141,161,115,10,18,95,44,69,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,18,95,44,69,45,376.6199951,0,2,-2,-2,1,4,1,3,12,776.619995117188,25000,"Other","Rural","Public",0
"162",901143,162,99,7,13,NA,NA,NA,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,13,62.953509995351,30.2687787429739,60.4144098109351,14,NA,1,-3,-2,-2,-2,-2,-2,-2,12,NA,40000,"Other","Rural","Public",NA
"163",901150,163,117,7,10,26,6,42,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,26,6,42,116,185,1,1,-2,-2,2,1,1,0.5,12,185,30000,"Other","Rural","Public",185
"164",901169,164,109,13,12,86,NA,NA,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,12,86,30.2687787429739,60.4144098109351,86,262.5299988,0,4,8,-2,1,1,3,-2,12,557.530029296875,38000,"Catholic","Rural","Public",0
"165",901176,165,109,12,12,58,49,70,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,58,49,70,166,190,0,1,-2,14,NA,NA,3,-2,16,190,57000,"Catholic","Rural","Public",190
"166",901184,166,86,7,7,NA,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,7,62.953509995351,30.2687787429739,60.4144098109351,173,98.84999847,1,-3,NA,NA,NA,NA,3,-2,12,98.8499984741211,NA,"Other","Rural","Public",NA
"167",901198,167,97,16,12,78,77,80,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,12,78,77,80,93,480,0,6,-2,2,-2,-2,3,-2,13,480,100000,"Other","Urban","Public",480
"168",901200,168,91,7,7,24,17,56,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,24,17,56,6,150,0,4,NA,-5,NA,NA,NA,NA,12,150,NA,"Catholic","Urban","Public",150
"169",901213,169,118,14,16,48,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,16,48,14,53,110,125,1,4,-2,25,1,0,-2,-2,16,125,30000,"Other","Rural","Public",125
"170",901223,170,96,7,7,50,16,55,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,50,16,55,126,68,1,1,-2,3,2,1,3,-2,12,68,23000,"Other","Rural","Public",68
"171",901224,171,107,10,12,79,26,62,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,79,26,62,90,100,1,4,-2,60,NA,NA,NA,NA,12,100,22000,"Catholic","Urban","Catholic",100
"172",901226,172,89,7,16,16,37,67,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16,16,37,67,46,140,1,1,-2,-2,2,3,3,-2,12,140,37000,"Catholic","Rural","Catholic",140
"173",901228,173,145,14,12,58,NA,NA,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,12,58,30.2687787429739,60.4144098109351,74,249,0,6,60,31,-3,-3,-2,-2,20,249,95000,"Catholic","Rural","Catholic",249
"174",901231,174,91,NA,NA,59,21,59,FALSE,FALSE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,10.7198339032731,59,21,59,20,160,0,2,2,2,2,2,3,-2,18,190,53000,"Other","Urban","Public",160
"175",901241,175,124,18,16,100,72,78,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,16,100,72,78,80,180,1,1,-2,-2,-2,-2,-2,-2,16,180,50000,"Other","Rural","Public",180
"176",901243,176,106,14,12,82,63,75,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,12,82,63,75,125,NA,1,-3,-2,6,-2,-2,-2,-2,14,NA,60000,"Other","Urban","Public",NA
"177",901245,177,98,NA,NA,49,15,54,FALSE,FALSE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,10.7198339032731,49,15,54,20,150,1,5,5,-2,1,2,1,3.5,12,150,30000,"Other","Urban","Public",150
"178",901247,178,101,7,7,80,15,54,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,80,15,54,107,144,1,2,93,60,1,2,NA,NA,12,144,30000,"Other","Urban","Public",144
"179",901248,179,103,12,14,1,6,41,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,14,1,6,41,5,145,1,1,NA,NA,NA,NA,NA,NA,12,165,NA,"Other","Rural","Public",145
"180",901251,180,102,16,10,36,15,54,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,10,36,15,54,162,130,0,1,-2,-2,-2,-2,-2,-2,17,130,37000,"Catholic","Rural","Public",130
"181",901256,181,77,10,10,NA,NA,NA,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10,10,62.953509995351,30.2687787429739,60.4144098109351,169,130,0,2,-2,186,2,1,3,-2,12,130,43000,"Catholic","Urban","Public",130
"182",901261,182,117,7,10,133,43,69,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,133,43,69,69,191.6399994,1,6,-2,6,1,1,3,-2,12,391.640014648438,48000,"Catholic","Rural","Public",0
"183",901267,183,79,7,12,54,40,68,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,54,40,68,144,120,0,1,-2,2,2,1,3,-2,12,150,10000,"Other","Rural","Public",120
"184",901273,184,76,NA,7,24,14,53,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,7,24,14,53,123,123,1,2,4,4,1,1,1,1,12,273,25000,"Catholic","Rural","Public",123
"185",901282,185,104,12,12,67,18,57,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,67,18,57,59,140,1,6,NA,15,NA,NA,-2,-2,12,140,NA,"Catholic","Urban","Public",140
"186",901292,186,94,10,10,76,49,70,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,76,49,70,67,113.2600021,0,1,-2,NA,NA,NA,NA,NA,12,147.320007324219,18508,"Catholic","Rural","Catholic",NA
"187",901303,187,102,7,7,34,14,53,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,34,14,53,12,80,1,2,-2,-2,-2,-2,-2,-2,12,150,30000,"Catholic","Rural","Public",80
"188",901312,188,111,7,16,84,15,54,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16,84,15,54,99,110,0,1,4,1,2,1,3,-2,16,110,40000,"Other","Rural","Public",110
"189",901315,189,87,10,NA,44,6,42,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,10.7198339032731,44,6,42,4,0,0,6,20,NA,NA,NA,NA,NA,12,0,0,"Other","Rural","Public",0
"190",901329,190,94,12,10,62,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,10,62,30.2687787429739,60.4144098109351,130,130,0,3,4,NA,-2,-2,NA,NA,17,130,45000,"Other","Rural","Public",130
"191",901331,191,86,NA,12,86,NA,NA,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,10.4034575115656,12,86,30.2687787429739,60.4144098109351,11,90,1,1,-2,4,-2,-2,-2,-2,12,90,40000,"Other","Rural","Public",90
"192",901334,192,73,12,12,74,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,12,74,30.2687787429739,60.4144098109351,169,0,0,4,4,30,-2,-2,-2,-2,12,8.73999977111816,30000,"Other","Rural","Public",0
"193",901337,193,86,13,13,56,66,76,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,13,56,66,76,49,70,0,2,NA,NA,NA,NA,NA,NA,12,70,NA,"Other","Rural","Public",70
"194",901338,194,101,7,7,140,68,77,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,140,68,77,148,120,0,1,-2,-5,NA,NA,NA,NA,14,120,37523,"Catholic","Rural","Catholic",120
"195",901339,195,96,7,12,120,84,83,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,120,84,83,94,107.2099991,1,6,NA,NA,NA,NA,NA,NA,19,407.209991455078,NA,"Catholic","Urban","Public",0
"196",901358,196,67,7,7,9,14,53,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,9,14,53,77,90,1,1,30,-2,2,0,3,-2,12,90,5000,"Other","Urban","Public",90
"197",901360,197,93,7,10,91,11,50,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,91,11,50,36,140,1,2,-2,NA,1,0,NA,NA,12,140,50000,"Catholic","Urban","Public",140
"198",901367,198,92,12,12,55,37,67,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,55,37,67,147,140,0,1,60,18,-2,-2,3,-2,13,140,50000,"Catholic","Rural","Public",140
"199",901379,199,102,12,10,74,7,44,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,74,7,44,89,400,0,4,-2,4,NA,NA,-3,-3,14,917.619995117188,88673,"Catholic","Urban","Catholic",400
"200",901395,200,107,12,12,68,59,74,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,68,59,74,125,200,0,3,-2,5,-2,-2,-2,-2,16,200,55000,"Other","Rural","Public",200
"201",901398,201,91,18,14,174,79,81,FALSE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,14,174,79,81,93,150,1,1,25,-2,2,2,3,-2,16,150,30000,"Catholic","Rural","Catholic",150
"202",901399,202,101,16,13,58,52,71,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,13,58,52,71,178,190,1,4,-2,15,NA,NA,NA,NA,19,190,41000,"Other","Rural","Public",190
"203",901410,203,133,10,16,62,23,60,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,16,62,23,60,137,175,1,1,-2,-2,NA,NA,3,-2,16,175,88658,"Other","Rural","Public",175
"204",901412,204,67,7,13,46,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,13,46,14,53,121,0,0,4,-2,NA,NA,NA,NA,NA,12,50,25000,"Other","Rural","Public",0
"205",901414,205,78,16,12,NA,NA,NA,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16,12,62.953509995351,30.2687787429739,60.4144098109351,129,130,1,4,9,2,1,0,1,0.5,14,130,40000,"Catholic","Urban","Public",130
"206",901421,206,118,14,12,53,47,70,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,12,53,47,70,127,20,1,6,15,NA,2,1,NA,NA,19,20,62000,"Catholic","Urban","Catholic",20
"207",901422,207,92,12,7,56,22,60,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,7,56,22,60,61,180,1,1,-2,NA,2,1,3,-2,12,180,30000,"Catholic","Urban","Catholic",180
"208",901429,208,115,7,10,13,44,69,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,13,44,69,56,135,1,2,8,7,-2,-2,-2,-2,16,135,30000,"Catholic","Rural","Public",135
"209",901432,209,82,7,7,51,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,51,14,53,113,220,0,4,10,5,-2,-2,NA,NA,18,220,90000,"Other","Rural","Public",220
"210",901437,210,81,7,7,61,6,41,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,61,6,41,158,NA,0,-3,12,-2,1,2,3,-2,12,NA,102588,"Other","Rural","Public",NA
"211",901463,211,104,10,12,11,44,69,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,11,44,69,5,140,1,1,-2,30,2,1,3,-2,12,140,43000,"Other","Urban","Public",140
