"","idpub","X","gwiiq_bm","edfa57q","edmo57q","bmpin1","ocsf57","ocpf57","incg400","incg250","relfml","res57","hsdm57","edfa57q.miss","edmo57q.miss","bmpin1.miss","ocsf57.miss","ocpf57.miss","res57Dic","edfa57q.NoNA","edmo57q.NoNA","bmpin1.NoNA","ocsf57.NoNA","ocpf57.NoNA","strata","yrwg74i1","milty","bkxrl3","ru028re","gu028re","mx013rer","mx015rer","ixt07rer","ixt08rer","edeqyr","yrer74i1","rp001rei1","religion","urban","school","yrwg74"
"1192",908844,1192,107,10,13,NA,NA,NA,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,13,62.953509995351,30.2687787429739,60.4144098109351,149,NA,1,-3,-2,NA,1,1,NA,NA,12,NA,0,"Catholic","Rural","Public",NA
"1193",908845,1193,101,12,NA,53,61,74,FALSE,FALSE,TRUE,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,12,10.7198339032731,53,61,74,157,240,1,4,-2,15,2,3,3,-2,16,290,85000,"Catholic","Urban","Catholic",240
"1194",908857,1194,104,18,12,107,21,59,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,12,107,21,59,88,NA,1,-3,24,2,2,3,3,-2,17,NA,8000,"Catholic","Rural","Catholic",NA
"1195",908882,1195,113,7,7,35,49,70,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,35,49,70,132,186,1,1,10,20,-2,-2,-2,-2,16,186,71000,"Other","Rural","Public",186
"1196",908895,1196,111,18,16,91,72,78,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18,16,91,72,78,102,152,1,1,NA,NA,NA,NA,NA,NA,15,152,NA,"Catholic","Urban","Catholic",152
"1197",908911,1197,97,7,7,35,19,58,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,35,19,58,161,150,1,2,93,93,1,0,3,-2,12,150,45000,"Other","Urban","Public",150
"1198",908918,1198,117,18,7,125,96,93,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,7,125,96,93,177,300,0,1,30,-3,2,1,3,-2,13,300,48000,"Other","Rural","Public",300
"1199",908943,1199,93,13,7,84,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,7,84,14,53,66,140,0,1,-2,NA,NA,NA,NA,NA,12,140,36000,"Other","Rural","Public",140
"1200",908947,1200,86,7,10,21,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,21,14,53,13,110,1,5,12,2,1,2,1,1.5,12,110,0,"Other","Rural","Public",110
"1201",908950,1201,111,7,7,60,47,70,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,60,47,70,148,253.9900055,1,4,NA,NA,NA,NA,NA,NA,16,314.559997558594,NA,"Other","Urban","Public",NA
"1202",908953,1202,109,13,10,63,23,60,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,10,63,23,60,138,150,0,2,31,5,-2,-2,-2,-2,20,150,42000,"Other","Urban","Public",150
"1203",908960,1203,109,NA,12,42,33,65,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,12,42,33,65,166,105,1,1,16,30,-2,-2,-2,-2,12,128,13000,"Catholic","Rural","Public",105
"1204",908963,1204,111,12,13,80,47,70,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,13,80,47,70,43,115,1,4,NA,NA,NA,NA,NA,NA,14,115,NA,"Catholic","Urban","Catholic",115
"1205",908985,1205,109,7,7,NA,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,7,62.953509995351,30.2687787429739,60.4144098109351,3,90,0,2,NA,NA,NA,NA,NA,NA,12,90,NA,"Other","Rural","Public",90
"1206",909000,1206,97,7,7,54,6,41,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,54,6,41,58,150,1,2,-2,-2,-2,-2,-2,-2,12,150,63000,"Other","Urban","Public",150
"1207",909006,1207,109,10,12,90,59,73,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,90,59,73,45,125,1,4,20,28,NA,NA,3,-2,12,250,60000,"Other","Urban","Public",125
"1208",909011,1208,104,12,12,171,68,77,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,171,68,77,163,150,1,1,-2,-5,NA,NA,NA,NA,16,150,21169,"Catholic","Urban","Catholic",150
"1209",909016,1209,77,7,7,36,17,56,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,36,17,56,25,160,0,1,-2,NA,-2,-2,NA,NA,12,160,0,"Other","Rural","Public",160
"1210",909035,1210,92,7,12,40,33,65,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,40,33,65,87,300,0,1,-2,NA,-2,-2,NA,NA,16,550,100000,"Catholic","Urban","Catholic",300
"1211",909036,1211,83,10,10,61,6,41,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,61,6,41,144,150,0,2,2,30,2,2,3,-2,12,150,20000,"Catholic","Rural","Public",150
"1212",909038,1212,67,10,10,90,37,67,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,90,37,67,24,NA,0,-3,9,-2,NA,NA,-2,-2,12,NA,40980,"Other","Rural","Public",NA
"1213",909040,1213,91,7,7,21,6,41,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,21,6,41,98,200,1,1,-2,5,2,1,3,-2,14,200,58000,"Catholic","Urban","Catholic",200
"1214",909045,1214,120,16,12,110,85,83,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,12,110,85,83,80,146.0399933,0,1,-2,2,NA,NA,NA,NA,17,146.039993286133,60000,"Catholic","Urban","Catholic",NA
"1215",909058,1215,88,10,12,46,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,46,14,53,48,95,0,1,8,-2,NA,NA,NA,NA,13,120,37000,"Other","Rural","Public",95
"1216",909060,1216,109,7,7,NA,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,7,62.953509995351,30.2687787429739,60.4144098109351,3,120,1,3,-2,-2,1,1,1,1,12,120,0,"Other","Rural","Public",120
"1217",909072,1217,99,12,7,81,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,7,81,14,53,55,109,0,2,20,40,-2,-2,-2,-2,12,109,8000,"Other","Rural","Public",109
"1218",909075,1218,98,7,7,91,16,55,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,91,16,55,107,210,1,1,4,6,NA,NA,3,-2,16,210,70000,"Catholic","Urban","Catholic",210
"1219",909080,1219,97,10,12,72,10,49,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,72,10,49,36,150,1,3,45,1,NA,NA,2,2,13,150,49000,"Other","Rural","Public",150
"1220",909089,1220,96,7,7,19,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,19,14,53,18,170,0,1,-2,-2,-2,-2,-2,-2,16,170,50000,"Other","Rural","Public",170
"1221",909090,1221,109,NA,NA,47,NA,NA,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10.4034575115656,10.7198339032731,47,30.2687787429739,60.4144098109351,15,160,1,3,40,60,1,2,1,0.75,12,180,30000,"Catholic","Rural","Public",160
"1222",909101,1222,117,NA,NA,53,27,62,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,53,27,62,127,162,1,2,-2,-2,-2,-2,-2,-2,16,162,45000,"Other","Rural","Public",162
"1224",909123,1224,99,12,7,39,29,64,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,7,39,29,64,81,85,1,2,2,20,-2,-2,-2,-2,12,85,35000,"Other","Rural","Public",85
"1225",909131,1225,117,16,16,60,68,77,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,60,68,77,65,210,1,1,-2,25,2,0,3,-2,12,210,53000,"Other","Urban","Public",210
"1226",909144,1226,91,NA,NA,12,14,53,FALSE,FALSE,TRUE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,12,14,53,1,138.7899933,1,1,NA,NA,NA,NA,NA,NA,12,338.789978027344,NA,"Catholic","Rural","Public",0
"1227",909146,1227,91,7,7,47,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,47,14,53,126,170,0,1,-2,-2,-2,-2,-2,-2,16,170,64000,"Other","Rural","Public",170
"1228",909160,1228,109,16,10,82,38,67,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,10,82,38,67,177,190,0,5,30,NA,NA,NA,NA,NA,17,190,70000,"Other","Rural","Public",190
"1229",909162,1229,98,NA,NA,5,12,51,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,5,12,51,1,NA,1,-3,3,6,2,1,3,-2,12,NA,80000,"Other","Rural","Public",NA
"1230",909179,1230,103,13,NA,117,36,66,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,10.7198339032731,117,36,66,76,252.8399963,1,3,40,50,2,3,NA,NA,14,391.97998046875,40000,"Other","Rural","Public",NA
"1231",909181,1231,98,7,12,51,18,57,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,51,18,57,133,200,1,1,-2,-2,2,1,3,-2,14,221,40000,"Catholic","Rural","Public",200
"1232",909193,1232,79,7,NA,64,14,53,FALSE,FALSE,TRUE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,10.7198339032731,64,14,53,144,130,1,1,20,20,-2,-2,-2,-2,12,130,42000,"Catholic","Rural","Public",130
"1233",909198,1233,112,16,12,95,68,77,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,12,95,68,77,128,190,1,1,24,40,2,1,3,-2,16,249.949996948242,50000,"Catholic","Urban","Catholic",190
"1234",909217,1234,82,7,7,63,15,54,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,63,15,54,158,129,1,1,-2,2,-2,-2,NA,NA,12,129,33500,"Other","Rural","Public",129
"1235",909225,1235,71,10,10,40,60,74,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,40,60,74,70,160,0,6,-2,36,2,1,3,-2,12,160,15000,"Other","Rural","Public",160
"1236",909228,1236,127,NA,NA,35,19,58,FALSE,FALSE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,10.7198339032731,35,19,58,124,400,0,4,NA,NA,NA,NA,-2,-2,20,400,NA,"Other","Urban","Public",400
"1237",909234,1237,92,7,12,41,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,41,14,53,133,110,1,1,-2,-2,-2,-2,-2,-2,16,122,32000,"Other","Rural","Public",110
"1238",909235,1238,104,18,16,86,53,71,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,16,86,53,71,38,130,0,2,20,28,NA,NA,NA,NA,18,147,65000,"Other","Rural","Public",130
"1239",909239,1239,101,10,10,23,19,57,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,23,19,57,162,NA,1,-3,-2,NA,NA,NA,NA,NA,12,NA,40000,"Other","Rural","Public",NA
"1240",909247,1240,121,16,16,106,NA,NA,FALSE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,16,106,30.2687787429739,60.4144098109351,84,400,1,1,1,15,2,0,3,-2,20,400,175000,"Catholic","Rural","Catholic",400
"1241",909249,1241,107,12,NA,36,48,70,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,10.7198339032731,36,48,70,157,144,1,1,3,2,2,1,3,-2,12,144,32000,"Catholic","Rural","Public",144
"1242",909262,1242,117,10,7,49,15,54,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,7,49,15,54,79,100,1,4,30,NA,2,3,1,3,12,100,15000,"Other","Urban","Public",100
"1243",909264,1243,88,7,12,65,33,65,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,65,33,65,95,97,1,1,2,12,-2,-2,-2,-2,14,97,42207,"Catholic","Rural","Public",97
"1244",909275,1244,99,13,10,90,62,74,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,10,90,62,74,9,143,1,2,-2,-2,-2,-2,-2,-2,12,143,35000,"Other","Urban","Public",143
"1245",909281,1245,124,7,13,NA,NA,NA,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7,13,62.953509995351,30.2687787429739,60.4144098109351,152,NA,0,-3,72,NA,2,1,NA,NA,19,NA,30000,"Catholic","Urban","Catholic",NA
"1246",909288,1246,101,12,16,36,44,69,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,16,36,44,69,46,140,1,2,1,2,-3,-3,3,-2,14,310,12000,"Catholic","Rural","Catholic",140
"1247",909290,1247,75,7,7,37,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,37,14,53,25,67.51000214,1,2,NA,NA,NA,NA,-2,-2,12,247.510009765625,NA,"Other","Rural","Public",0
"1248",909292,1248,109,12,12,115,56,72,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,115,56,72,43,220,1,3,20,62,2,1,3,-2,16,220,125000,"Other","Rural","Public",220
"1249",909294,1249,67,7,16,106,NA,NA,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,16,106,30.2687787429739,60.4144098109351,54,120,1,5,20,8,2,2,3,-2,12,120,34000,"Other","Rural","Public",120
"1250",909305,1250,133,13,12,62,47,70,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,12,62,47,70,78,186,1,4,-2,8,1,1,1,1,15,186,35000,"Other","Rural","Public",186
"1251",909314,1251,89,12,12,90,58,73,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,90,58,73,62,155,0,1,-2,12,NA,NA,NA,NA,12,155,39000,"Other","Urban","Public",155
"1252",909315,1252,79,10,NA,94,61,74,FALSE,FALSE,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10,10.7198339032731,94,61,74,11,250,1,2,-2,-2,NA,NA,NA,NA,12,250,30000,"Catholic","Urban","Public",250
"1253",909324,1253,103,7,12,26,14,53,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,26,14,53,22,150,1,3,4,NA,2,3,NA,NA,14,150,50000,"Catholic","Rural","Public",150
"1254",909329,1254,67,12,12,75,41,68,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,75,41,68,129,0,1,6,NA,NA,NA,NA,NA,NA,12,0,NA,"Catholic","Urban","Public",0
"1255",909332,1255,109,12,12,53,47,70,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,53,47,70,166,88,0,1,60,62,2,0,3,-2,17,88,37000,"Other","Rural","Public",88
"1256",909333,1256,86,14,12,78,45,69,FALSE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,12,78,45,69,39,190,1,4,NA,NA,NA,NA,NA,NA,12,190,NA,"Catholic","Urban","Public",190
"1257",909339,1257,75,7,12,49,39,67,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,49,39,67,146,70,0,2,-2,-2,-2,-2,-2,-2,12,70,35000,"Other","Rural","Public",70
"1258",909343,1258,97,7,13,34,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,13,34,14,53,96,140,0,2,-2,12,2,1,3,-2,12,140,41000,"Other","Rural","Public",140
"1259",909345,1259,112,NA,7,48,18,57,FALSE,FALSE,TRUE,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,7,48,18,57,79,155,1,1,24,6,2,1,3,-2,14,155,23000,"Catholic","Rural","Public",155
"1260",909350,1260,112,12,12,74,47,70,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,74,47,70,43,140,0,2,4,-2,2,1,3,-2,16,140,50000,"Other","Urban","Public",140
"1261",909352,1261,125,10,10,57,37,67,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,57,37,67,132,240,0,3,-2,6,-2,-2,-2,-2,16,280,0,"Other","Urban","Public",240
"1262",909359,1262,88,7,7,50,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,50,14,53,126,90,0,4,NA,NA,NA,NA,NA,NA,12,105,NA,"Other","Rural","Public",90
"1263",909366,1263,98,10,10,63,22,59,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,63,22,59,89,140,1,4,100,1,NA,NA,NA,NA,13,140,25000,"Other","Rural","Public",140
"1264",909372,1264,104,12,12,112,49,70,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,112,49,70,155,180,0,1,-2,NA,2,1,3,-2,16,180,25000,"Catholic","Urban","Public",180
"1265",909376,1265,118,7,10,39,32,65,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,39,32,65,117,100,1,6,NA,NA,NA,NA,NA,NA,12,100,NA,"Other","Rural","Public",100
"1266",909378,1266,82,7,7,69,7,43,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,69,7,43,158,65,1,1,-2,NA,NA,NA,NA,NA,12,65,20000,"Other","Rural","Public",65
"1267",909390,1267,109,14,10,71,8,45,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,10,71,8,45,138,110,1,6,20,50,-2,-2,NA,NA,19,110,60000,"Other","Rural","Public",110
"1268",909394,1268,104,12,12,79,27,62,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,79,27,62,90,160,0,6,-2,NA,NA,NA,-2,-2,20,160,33000,"Catholic","Urban","Catholic",160
"1269",909401,1269,121,7,12,39,19,58,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,39,19,58,137,220,0,2,1,NA,NA,NA,NA,NA,16,220,70000,"Other","Rural","Public",220
"1270",909435,1270,89,14,NA,48,24,61,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14,10.7198339032731,48,24,61,164,80,1,1,-2,-2,-2,-2,-2,-2,12,80,20000,"Other","Rural","Public",80
"1271",909441,1271,96,12,12,43,6,41,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,43,6,41,48,190,0,4,6,-2,-2,-2,-2,-2,14,400,38000,"Other","Urban","Public",190
"1272",909443,1272,97,14,7,79,33,65,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,7,79,33,65,100,120,0,1,32,40,-2,-2,-2,-2,12,153.639999389648,95031,"Catholic","Urban","Public",120
"1273",909451,1273,98,16,16,5,87,85,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,16,5,87,85,178,180,0,2,-2,-2,2,-3,3,-2,14,180,32000,"Other","Rural","Public",180
"1274",909455,1274,98,7,7,66,19,57,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,66,19,57,107,145,1,1,-2,-2,-2,-2,3,-2,12,145,64000,"Catholic","Rural","Public",145
"1275",909462,1275,125,13,10,77,33,65,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,10,77,33,65,31,120,1,6,-2,1,-2,-2,-2,-2,12,130,43000,"Other","Rural","Public",120
"1276",909468,1276,98,16,16,126,NA,NA,FALSE,FALSE,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,16,16,126,30.2687787429739,60.4144098109351,104,390,1,2,10,4,2,1,3,-2,17,390,118000,"Catholic","Urban","Catholic",390
"1277",909476,1277,96,7,10,21,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,21,14,53,33,96.12000275,0,1,-2,124,2,1,NA,NA,12,96.120002746582,17163,"Other","Rural","Public",NA
"1278",909482,1278,111,10,12,85,22,60,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,85,22,60,45,280,0,2,10,NA,-2,-2,NA,NA,16,280,75000,"Other","Rural","Public",280
"1279",909486,1279,94,7,7,77,31,65,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,77,31,65,115,125,1,1,2,2,2,1,3,-2,12,125,35000,"Other","Urban","Public",125
"1280",909487,1280,106,12,12,88,59,74,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,88,59,74,125,100,1,6,60,16,1,1,1,-3,12,100,27000,"Catholic","Urban","Public",100
"1281",909493,1281,75,13,13,16,6,41,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,13,16,6,41,146,140,0,1,30,40,1,1,3,-2,12,140,85000,"Catholic","Rural","Catholic",140
"1282",909510,1282,123,7,10,30,40,68,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,30,40,68,124,160,1,5,5,10,2,1,2,0.25,12,160,14000,"Other","Rural","Public",160
"1283",909521,1283,94,7,7,83,22,59,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,83,22,59,115,129,0,1,3,12,-2,-2,-2,-2,14,134,48000,"Catholic","Urban","Public",129
"1284",909526,1284,109,7,16,45,7,43,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16,45,7,43,99,106.9000015,1,1,-2,NA,1,0,NA,NA,12,256.899993896484,80000,"Other","Rural","Public",0
"1285",909529,1285,99,16,16,171,68,77,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,16,171,68,77,93,150,1,2,6,20,2,1,3,-2,16,150,45000,"Other","Rural","Public",150
"1286",909530,1286,99,7,7,10,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,10,14,53,34,109.4199982,0,3,4,NA,NA,NA,NA,NA,12,130.860000610352,10000,"Other","Rural","Public",0
"1287",909533,1287,88,NA,NA,31,22,60,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,31,22,60,48,0,1,1,4,8,2,1,1,0,12,263.790008544922,7500,"Other","Rural","Public",0
"1288",909537,1288,103,NA,12,41,6,41,FALSE,FALSE,TRUE,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,12,41,6,41,5,100,1,1,2,3,2,1,3,-2,12,100,0,"Catholic","Rural","Public",100
"1289",909539,1289,107,7,12,66,14,53,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,66,14,53,145,145,1,1,4,2,NA,NA,-2,-2,12,145,15000,"Catholic","Rural","Public",145
"1290",909545,1290,98,13,13,54,82,82,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,13,54,82,82,178,210,1,1,24,20,-2,-2,-2,-2,16,210,69000,"Catholic","Rural","Public",210
"1291",909548,1291,92,7,12,66,22,60,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,66,22,60,94,90,1,1,1,2,-2,-2,3,-2,12,90,25000,"Other","Rural","Public",90
"1292",909560,1292,88,14,10,20,68,77,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,10,20,68,77,8,140,1,1,NA,NA,NA,NA,NA,NA,12,140,NA,"Catholic","Urban","Catholic",140
"1293",909563,1293,87,10,10,47,NA,NA,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,10,47,30.2687787429739,60.4144098109351,153,73.54000092,1,6,6,NA,NA,NA,NA,NA,12,73.5400009155273,0,"Other","Rural","Public",NA
"1294",909567,1294,107,16,16,17,47,70,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,17,47,70,17,200,1,2,-2,NA,-2,-2,NA,NA,12,245.179992675781,33445,"Other","Urban","Public",200
"1295",909579,1295,109,13,10,56,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,10,56,30.2687787429739,60.4144098109351,73,180,1,5,-2,NA,NA,NA,NA,NA,15,180,50000,"Other","Rural","Public",180
